mgi_symbol	ensembl_gene_id
Eme2	ENSMUSG00000073436
Eml1	ENSMUSG00000058070
Eml3	ENSMUSG00000071647
Eml4	ENSMUSG00000032624
Eml5	ENSMUSG00000051166
Eml6	ENSMUSG00000044072
Emp2	ENSMUSG00000022505
Enc1	ENSMUSG00000041773
Endov	ENSMUSG00000039850
Engase	ENSMUSG00000033857
Eno1b	ENSMUSG00000059040
Eno3	ENSMUSG00000060600
Enpp2	ENSMUSG00000022425
Enpp4	ENSMUSG00000023961
Enpp5	ENSMUSG00000023960
Entpd5	ENSMUSG00000021236
Entpd7	ENSMUSG00000025192
Eny2	ENSMUSG00000022338
Ep300	ENSMUSG00000055024
Epas1	ENSMUSG00000024140
Epb41l3	ENSMUSG00000024044
Epb41l4a	ENSMUSG00000024376
Epb41l4aos	ENSMUSG00000087590
Epc1	ENSMUSG00000024240
Epdr1	ENSMUSG00000002808
Epg5	ENSMUSG00000039840
Epg5	ENSMUSG00000116023
Epha3	ENSMUSG00000052504
Epn2	ENSMUSG00000001036
Epn3	ENSMUSG00000010080
Epop	ENSMUSG00000043439
Eral1	ENSMUSG00000020832
Erap1	ENSMUSG00000021583
Erbin	ENSMUSG00000021709
Ercc3	ENSMUSG00000024382
Ercc4	ENSMUSG00000022545
Ercc6l2	ENSMUSG00000021470
Ercc8	ENSMUSG00000021694
Erg28	ENSMUSG00000021252
Ergic1	ENSMUSG00000001576
Erh	ENSMUSG00000021131
Erlec1	ENSMUSG00000020311
Erlin1	ENSMUSG00000025198
Ermard	ENSMUSG00000036552
Ermp1	ENSMUSG00000046324
Ern1	ENSMUSG00000020715
Ero1lb	ENSMUSG00000057069
Esco1	ENSMUSG00000024293
Esrra	ENSMUSG00000024955
Esyt2	ENSMUSG00000021171
Etaa1	ENSMUSG00000016984
Etaa1os	ENSMUSG00000086468
Etf1	ENSMUSG00000024360
Ets2	ENSMUSG00000022895
Etv1	ENSMUSG00000004151
Etv4	ENSMUSG00000017724
Etv5	ENSMUSG00000013089
Eva1c	ENSMUSG00000039903
Evl	ENSMUSG00000021262
Ewsr1	ENSMUSG00000009079
Exd2	ENSMUSG00000032705
Exoc2	ENSMUSG00000021357
Exoc3	ENSMUSG00000034152
Exoc3l4	ENSMUSG00000021280
Exoc6	ENSMUSG00000053799
Exoc7	ENSMUSG00000020792
Exosc1	ENSMUSG00000034321
Exosc4	ENSMUSG00000034259
Ext1	ENSMUSG00000061731
Ezh1	ENSMUSG00000006920
Ezr	ENSMUSG00000052397
F2r	ENSMUSG00000048376
F2rl2	ENSMUSG00000021675
Faap100	ENSMUSG00000025384
Fads1	ENSMUSG00000010663
Fads3	ENSMUSG00000024664
Fads6	ENSMUSG00000044788
Faf2	ENSMUSG00000025873
Fahd1	ENSMUSG00000045316
Faim2	ENSMUSG00000023011
Fam104a	ENSMUSG00000041629
Fam111a	ENSMUSG00000024691
Fam114a2	ENSMUSG00000020523
Fam117a	ENSMUSG00000038893
Fam118a	ENSMUSG00000022434
Fam120a	ENSMUSG00000038014
Fam120b	ENSMUSG00000014763
Fam122a	ENSMUSG00000074922
Fam131a	ENSMUSG00000050821
Fam13b	ENSMUSG00000036501
Fam160b1	ENSMUSG00000033478
Fam161a	ENSMUSG00000049811
Fam161b	ENSMUSG00000021234
Fam162a	ENSMUSG00000003955
Fam169a	ENSMUSG00000041817
Fam171a2	ENSMUSG00000034685
Fam172a	ENSMUSG00000064138
Fam173a	ENSMUSG00000057411
Fam177a	ENSMUSG00000095595
Fam183b	ENSMUSG00000049154
Fam189a2	ENSMUSG00000071604
Fam193b	ENSMUSG00000021495
Fam204a	ENSMUSG00000057858
Fam20a	ENSMUSG00000020614
Fam210a	ENSMUSG00000038121
Fam222b	ENSMUSG00000037750
Fam234a	ENSMUSG00000024187
Fam43a	ENSMUSG00000046546
Fam45a	ENSMUSG00000024993
Fam49a	ENSMUSG00000020589
Fam49b	ENSMUSG00000022378
Fam53c	ENSMUSG00000034300
Fam57a	ENSMUSG00000069808
Fam83a	ENSMUSG00000051225
Fam83a	ENSMUSG00000116387
Fam83h	ENSMUSG00000046761
Fam89b	ENSMUSG00000024939
Fam8a1	ENSMUSG00000069237
Fam91a1	ENSMUSG00000037119
Fam91a1	ENSMUSG00000116351
Fam98a	ENSMUSG00000002017
Fancc	ENSMUSG00000021461
Fance	ENSMUSG00000007570
Fancl	ENSMUSG00000004018
Fancm	ENSMUSG00000055884
Fars2	ENSMUSG00000021420
Fas	ENSMUSG00000024778
Fasn	ENSMUSG00000025153
Fastkd3	ENSMUSG00000021532
Fau	ENSMUSG00000038274
Fbf1	ENSMUSG00000020776
Fbll1	ENSMUSG00000051062
Fbln5	ENSMUSG00000021186
Fbn2	ENSMUSG00000024598
Fbp1	ENSMUSG00000069805
Fbp2	ENSMUSG00000021456
Fbxl15	ENSMUSG00000025226
Fbxl16	ENSMUSG00000025738
Fbxl17	ENSMUSG00000023965
Fbxl20	ENSMUSG00000020883
Fbxl21	ENSMUSG00000035509
Fbxl6	ENSMUSG00000022559
Fbxl7	ENSMUSG00000043556
Fbxo11	ENSMUSG00000005371
Fbxo32	ENSMUSG00000022358
Fbxo32	ENSMUSG00000116076
Fbxo33	ENSMUSG00000035329
Fbxo38	ENSMUSG00000042211
Fbxo4	ENSMUSG00000022184
Fbxo45	ENSMUSG00000035764
Fbxw11	ENSMUSG00000020271
Fbxw17	ENSMUSG00000037816
Fbxw4	ENSMUSG00000040913
Fcf1	ENSMUSG00000021243
Fcho2	ENSMUSG00000041685
Fchsd1	ENSMUSG00000038524
Fdxr	ENSMUSG00000018861
Fech	ENSMUSG00000024588
Fem1a	ENSMUSG00000043683
Fem1c	ENSMUSG00000033319
Fen1	ENSMUSG00000024742
Fer	ENSMUSG00000000127
Fez2	ENSMUSG00000056121
Fgd4	ENSMUSG00000022788
Fgf1	ENSMUSG00000036585
Fgf11	ENSMUSG00000042826
Fgf12	ENSMUSG00000022523
Fgf18	ENSMUSG00000057967
Fgfbp3	ENSMUSG00000047632
Fgfr1op	ENSMUSG00000069135
Fhod3	ENSMUSG00000034295
Fibp	ENSMUSG00000024911
Fkbp11	ENSMUSG00000003355
Fkbp1b	ENSMUSG00000020635
Fkbp2	ENSMUSG00000056629
Fkbp3	ENSMUSG00000020949
Fkbp5	ENSMUSG00000024222
Fkbpl	ENSMUSG00000033739
Flcn	ENSMUSG00000032633
Flii	ENSMUSG00000002812
Flot1	ENSMUSG00000059714
Flot2	ENSMUSG00000061981
Flrt1	ENSMUSG00000047787
Flrt2	ENSMUSG00000047414
Flywch1	ENSMUSG00000040097
Flywch2	ENSMUSG00000023911
Fmnl1	ENSMUSG00000055805
Fmnl3	ENSMUSG00000023008
Fn3k	ENSMUSG00000025175
Fn3krp	ENSMUSG00000039253
Fndc1	ENSMUSG00000071984
Fnip1	ENSMUSG00000035992
Fntb	ENSMUSG00000033373
Fopnl	ENSMUSG00000022677
Fos	ENSMUSG00000021250
Foxc1	ENSMUSG00000050295
Foxj1	ENSMUSG00000034227
Foxk2	ENSMUSG00000039275
Foxn2	ENSMUSG00000034998
Foxn3	ENSMUSG00000033713
Foxp4	ENSMUSG00000023991
Foxp4	ENSMUSG00000116496
Fra10ac1	ENSMUSG00000054237
Frat1	ENSMUSG00000067199
Frat2	ENSMUSG00000047604
Frmd6	ENSMUSG00000048285
Frmd8	ENSMUSG00000024816
Frs3	ENSMUSG00000023266
Fsd1	ENSMUSG00000011589
Fst	ENSMUSG00000021765
Fstl1	ENSMUSG00000022816
Fth1	ENSMUSG00000024661
Ftl1-ps1	ENSMUSG00000062382
Ftsj3	ENSMUSG00000020706
Fut8	ENSMUSG00000021065
Fxn	ENSMUSG00000059363
Fxr2	ENSMUSG00000018765
Fyb	ENSMUSG00000022148
Fyttd1	ENSMUSG00000022800
Fzd6	ENSMUSG00000022297
Fzd6	ENSMUSG00000107137
Fzd8	ENSMUSG00000036904
G2e3	ENSMUSG00000035293
G3bp1	ENSMUSG00000018583
G6pc3	ENSMUSG00000034793
Gaa	ENSMUSG00000025579
Gabarap	ENSMUSG00000018567
Gabbr1	ENSMUSG00000024462
Gabpa	ENSMUSG00000008976
Gabra1	ENSMUSG00000010803
Gabrg2	ENSMUSG00000020436
Gadd45g	ENSMUSG00000021453
Gal	ENSMUSG00000024907
Gal3st1	ENSMUSG00000049721
Galc	ENSMUSG00000021003
Galk1	ENSMUSG00000020766
Galm	ENSMUSG00000035473
Galnt1	ENSMUSG00000000420
Galnt10	ENSMUSG00000020520
Galnt14	ENSMUSG00000024064
Galnt16	ENSMUSG00000021130
Galr1	ENSMUSG00000024553
Ganab	ENSMUSG00000071650
Gap43	ENSMUSG00000047261
Garem1	ENSMUSG00000042680
Gart	ENSMUSG00000022962
Gas2l1	ENSMUSG00000034201
Gas7	ENSMUSG00000033066
Gbe1	ENSMUSG00000022707
Gbf1	ENSMUSG00000025224
Gcat	ENSMUSG00000006378
Gcat	ENSMUSG00000116378
Gck	ENSMUSG00000041798
Gcnt2	ENSMUSG00000021360
Gcnt4	ENSMUSG00000091387
Gda	ENSMUSG00000058624
Gdi2	ENSMUSG00000021218
Gdpd1	ENSMUSG00000061666
Gemin2	ENSMUSG00000060121
Gemin5	ENSMUSG00000037275
Gemin6	ENSMUSG00000055760
Gen1	ENSMUSG00000051235
Gfer	ENSMUSG00000040888
Gfm2	ENSMUSG00000021666
Gfod1	ENSMUSG00000051335
Gfra1	ENSMUSG00000025089
Gfra3	ENSMUSG00000024366
Gga1	ENSMUSG00000033128
Gga3	ENSMUSG00000020740
Ggnbp2	ENSMUSG00000020530
Ggps1	ENSMUSG00000021302
Ghdc	ENSMUSG00000017747
Ghr	ENSMUSG00000055737
Gid4	ENSMUSG00000018415
Git1	ENSMUSG00000011877
Gjc1	ENSMUSG00000034520
Gkap1	ENSMUSG00000021552
Gldc	ENSMUSG00000024827
Glis2	ENSMUSG00000014303
Glo1	ENSMUSG00000024026
Glod4	ENSMUSG00000017286
Glrx	ENSMUSG00000021591
Glrx5	ENSMUSG00000021102
Glyr1	ENSMUSG00000022536
Gm10036	ENSMUSG00000058064
Gm10037	ENSMUSG00000058246
Gm10053	ENSMUSG00000058927
Gm10269	ENSMUSG00000091449
Gm10320	ENSMUSG00000092116
Gm10457	ENSMUSG00000113707
Gm10501	ENSMUSG00000073415
Gm10767	ENSMUSG00000074826
Gm10814	ENSMUSG00000097404
Gm11696	ENSMUSG00000056687
Gm11713	ENSMUSG00000085245
Gm11992	ENSMUSG00000040978
Gm12116	ENSMUSG00000087501
Gm12166	ENSMUSG00000069899
Gm12216	ENSMUSG00000081769
Gm12258	ENSMUSG00000072915
Gm15564	ENSMUSG00000086324
Gm15609	ENSMUSG00000086602
Gm15743	ENSMUSG00000086645
Gm15879	ENSMUSG00000084790
Gm15972	ENSMUSG00000086287
Gm1604a	ENSMUSG00000116760
Gm16062	ENSMUSG00000087249
Gm16133	ENSMUSG00000089854
Gm16286	ENSMUSG00000024571
Gm16861	ENSMUSG00000097397
Gm17018	ENSMUSG00000041035
Gm17197	ENSMUSG00000090990
Gm17259	ENSMUSG00000097793
Gm19412	ENSMUSG00000101438
Gm1976	ENSMUSG00000066057
Gm20075	ENSMUSG00000114133
Gm20498	ENSMUSG00000021139
Gm20517	ENSMUSG00000023984
Gm20604	ENSMUSG00000041716
Gm20939	ENSMUSG00000095193
Gm21988	ENSMUSG00000040904
Gm26569	ENSMUSG00000097313
Gm26724	ENSMUSG00000097090
Gm26760	ENSMUSG00000097068
Gm27029	ENSMUSG00000097239
Gm27151	ENSMUSG00000098739
Gm27217	ENSMUSG00000098552
Gm28578	ENSMUSG00000100417
Gm28875	ENSMUSG00000100975
Gm29543	ENSMUSG00000100475
Gm29666	ENSMUSG00000100967
Gm2a	ENSMUSG00000000594
Gm30025	ENSMUSG00000112278
Gm30893	ENSMUSG00000113654
Gm31282	ENSMUSG00000115591
Gm31683	ENSMUSG00000114662
Gm32618	ENSMUSG00000115317
Gm32635	ENSMUSG00000113390
Gm3435	ENSMUSG00000116895
Gm3448	ENSMUSG00000079710
Gm34552	ENSMUSG00000113031
Gm35248	ENSMUSG00000115456
Gm35326	ENSMUSG00000111885
Gm36529	ENSMUSG00000113771
Gm40538	ENSMUSG00000113001
Gm40841	ENSMUSG00000113216
Gm4117	ENSMUSG00000089940
Gm42067	ENSMUSG00000110156
Gm45606	ENSMUSG00000109715
Gm45716	ENSMUSG00000110344
Gm45871	ENSMUSG00000110277
Gm45941	ENSMUSG00000113616
Gm46404	ENSMUSG00000113440
Gm46430	ENSMUSG00000113204
Gm4707	ENSMUSG00000091831
Gm47123	ENSMUSG00000113683
Gm47283	ENSMUSG00000096768
Gm47428	ENSMUSG00000113311
Gm47551	ENSMUSG00000114458
Gm48228	ENSMUSG00000114036
Gm48623	ENSMUSG00000112941
Gm48960	ENSMUSG00000115829
Gm49085	ENSMUSG00000115249
Gm49207	ENSMUSG00000115497
Gm49291	ENSMUSG00000114860
Gm49359	ENSMUSG00000113450
Gm4950	ENSMUSG00000069379
Gm5093	ENSMUSG00000091742
Gm525	ENSMUSG00000072553
Gm527	ENSMUSG00000047227
Gm5784	ENSMUSG00000093908
Gm6133	ENSMUSG00000090451
Gm6277	ENSMUSG00000097440
Gm6563	ENSMUSG00000051255
Gm7008	ENSMUSG00000035983
Gm8186	ENSMUSG00000049124
Gm9493	ENSMUSG00000044424
Gm960	ENSMUSG00000071691
Gm9796	ENSMUSG00000045075
Gm9866	ENSMUSG00000094002
Gmds	ENSMUSG00000038372
Gmnn	ENSMUSG00000006715
Gmpr	ENSMUSG00000000253
Gna13	ENSMUSG00000020611
Gna14	ENSMUSG00000024697
Gnal	ENSMUSG00000024524
Gnaq	ENSMUSG00000024639
Gnb1l	ENSMUSG00000000884
Gng13	ENSMUSG00000025739
Gng3	ENSMUSG00000071658
Gng4	ENSMUSG00000021303
Gngt2	ENSMUSG00000038811
Gnl1	ENSMUSG00000024429
Gnpda1	ENSMUSG00000052102
Gnptg	ENSMUSG00000035521
Golga5	ENSMUSG00000021192
Golga7b	ENSMUSG00000042532
Golgb1	ENSMUSG00000034243
Golm1	ENSMUSG00000021556
Golph3	ENSMUSG00000022200
Gon7	ENSMUSG00000091931
Gosr1	ENSMUSG00000010392
Gosr2	ENSMUSG00000020946
Got1	ENSMUSG00000025190
Gpaa1	ENSMUSG00000022561
Gpank1	ENSMUSG00000092417
Gpatch11	ENSMUSG00000050668
Gpatch2l	ENSMUSG00000021254
Gpatch8	ENSMUSG00000034621
Gpbp1	ENSMUSG00000032745
Gpd1	ENSMUSG00000023019
Gpha2	ENSMUSG00000024784
Gpha2	ENSMUSG00000107297
Gphn	ENSMUSG00000047454
Gpld1	ENSMUSG00000021340
Gpr108	ENSMUSG00000005823
Gpr135	ENSMUSG00000043398
Gpr137	ENSMUSG00000024958
Gpr137b	ENSMUSG00000021306
Gpr150	ENSMUSG00000045509
Gpr156	ENSMUSG00000046961
Gpr179	ENSMUSG00000070337
Gpr22	ENSMUSG00000044067
Gpr65	ENSMUSG00000021886
Gpr68	ENSMUSG00000047415
Gpr75	ENSMUSG00000043999
Gprc5c	ENSMUSG00000051043
Gprin1	ENSMUSG00000069227
Gps1	ENSMUSG00000025156
Gps2	ENSMUSG00000023170
Gpsm3	ENSMUSG00000034786
Gpt	ENSMUSG00000022546
Gpx2	ENSMUSG00000042808
Gpx3	ENSMUSG00000018339
Gpx8	ENSMUSG00000021760
Gramd1c	ENSMUSG00000036292
Gramd4	ENSMUSG00000035900
Grb10	ENSMUSG00000020176
Grb2	ENSMUSG00000059923
Greb1	ENSMUSG00000036523
Greb1l	ENSMUSG00000042942
Grhl1	ENSMUSG00000020656
Gria1	ENSMUSG00000020524
Grik1	ENSMUSG00000022935
Grina	ENSMUSG00000022564
Grk2	ENSMUSG00000024858
Grk5	ENSMUSG00000003228
Grk6	ENSMUSG00000074886
Grm4	ENSMUSG00000063239
Grn	ENSMUSG00000034708
Grpel2	ENSMUSG00000024580
Grxcr2	ENSMUSG00000073574
Gsk3b	ENSMUSG00000022812
Gskip	ENSMUSG00000044715
Gspt1	ENSMUSG00000062203
Gsto1	ENSMUSG00000025068
Gstp1	ENSMUSG00000060803
Gstp1	ENSMUSG00000097830
Gstz1	ENSMUSG00000021033
Gtf2a1	ENSMUSG00000020962
Gtf2e1	ENSMUSG00000022828
Gtf2f1	ENSMUSG00000002658
Gtf2h2	ENSMUSG00000021639
Gtf2h4	ENSMUSG00000001524
Gtf2h5	ENSMUSG00000034345
Gtpbp1	ENSMUSG00000042535
Gtpbp2	ENSMUSG00000023952
Gtpbp4	ENSMUSG00000021149
Gtpbp8	ENSMUSG00000022668
Guk1	ENSMUSG00000020444
Gxylt1	ENSMUSG00000036197
H1f0	ENSMUSG00000096210
H2-Aa	ENSMUSG00000036594
H2-Ab1	ENSMUSG00000073421
H2-D1	ENSMUSG00000073411
H2-DMa	ENSMUSG00000037649
H2-DMb2	ENSMUSG00000037548
H2-Eb1	ENSMUSG00000060586
H2-K1	ENSMUSG00000061232
H2-Ke6	ENSMUSG00000073422
H2-M3	ENSMUSG00000016206
H2-Q4	ENSMUSG00000035929
H2-T22	ENSMUSG00000056116
H2-T23	ENSMUSG00000067212
H3f3b	ENSMUSG00000016559
Habp4	ENSMUSG00000021476
Hacd2	ENSMUSG00000035376
Hagh	ENSMUSG00000024158
Haghl	ENSMUSG00000061046
Hap1	ENSMUSG00000006930
Hapln1	ENSMUSG00000021613
Hars	ENSMUSG00000001380
Hars2	ENSMUSG00000019143
Haus1	ENSMUSG00000041840
Haus1	ENSMUSG00000115884
Hba-a1	ENSMUSG00000069919
Hba-a2	ENSMUSG00000069917
Hbegf	ENSMUSG00000024486
Hbp1	ENSMUSG00000002996
Hbq1b	ENSMUSG00000073063
Hcfc1r1	ENSMUSG00000023904
Hcn1	ENSMUSG00000021730
Hdac10	ENSMUSG00000062906
Hdac3	ENSMUSG00000024454
Hdac5	ENSMUSG00000008855
Hdac7	ENSMUSG00000022475
Hdac9	ENSMUSG00000004698
Hdgfl2	ENSMUSG00000002833
Hdhd2	ENSMUSG00000025421
Heatr1	ENSMUSG00000050244
Heatr5a	ENSMUSG00000035181
Heatr5b	ENSMUSG00000039414
Heatr6	ENSMUSG00000000976
Hectd1	ENSMUSG00000035247
Hectd2	ENSMUSG00000041180
Hecw1	ENSMUSG00000021301
Heg1	ENSMUSG00000075254
Hells	ENSMUSG00000025001
Helz	ENSMUSG00000020721
Hes1	ENSMUSG00000022528
Hexb	ENSMUSG00000021665
Hexdc	ENSMUSG00000039307
Hexim1	ENSMUSG00000048878
Hexim2	ENSMUSG00000043372
Hfe	ENSMUSG00000006611
Hgh1	ENSMUSG00000022554
Hhipl1	ENSMUSG00000021260
Hic2	ENSMUSG00000050240
Hid1	ENSMUSG00000034586
Hif1a	ENSMUSG00000021109
Hif1an	ENSMUSG00000036450
Higd2a	ENSMUSG00000025868
Hint1	ENSMUSG00000020267
Hira	ENSMUSG00000022702
Hivep1	ENSMUSG00000021366
Hlcs	ENSMUSG00000040820
Hlf	ENSMUSG00000003949
Hmga1	ENSMUSG00000046711
Hmga1b	ENSMUSG00000078249
Hmgcr	ENSMUSG00000021670
Hmgcs1	ENSMUSG00000093930
Hmgn1	ENSMUSG00000040681
Hmgxb3	ENSMUSG00000024622
Hmox2	ENSMUSG00000004070
Hnrnpa0	ENSMUSG00000007836
Hnrnpa1	ENSMUSG00000046434
Hnrnpab	ENSMUSG00000020358
Hnrnph1	ENSMUSG00000007850
Hnrnpk	ENSMUSG00000021546
Hnrnpll	ENSMUSG00000024095
Hnrnpm	ENSMUSG00000059208
Hnrnpul2	ENSMUSG00000071659
Homer1	ENSMUSG00000007617
Hoxb2	ENSMUSG00000075588
Hoxb3	ENSMUSG00000048763
Hoxb3os	ENSMUSG00000084844
Hoxb4	ENSMUSG00000038692
Hoxb5	ENSMUSG00000038700
Hoxb5os	ENSMUSG00000085645
Hoxb6	ENSMUSG00000000690
Hoxb7	ENSMUSG00000038721
Hoxb8	ENSMUSG00000056648
Hoxb9	ENSMUSG00000020875
Hoxc10	ENSMUSG00000022484
Hoxc4	ENSMUSG00000075394
Hoxc6	ENSMUSG00000001661
Hoxc8	ENSMUSG00000001657
Hoxc9	ENSMUSG00000036139
Hpcal1	ENSMUSG00000071379
Hps1	ENSMUSG00000025188
Hps6	ENSMUSG00000074811
Hrh2	ENSMUSG00000034987
Hs1bp3	ENSMUSG00000020605
Hs3st3b1	ENSMUSG00000070407
Hs3st6	ENSMUSG00000039628
Hsbp1l1	ENSMUSG00000078963
Hsd17b1	ENSMUSG00000019301
Hsd17b4	ENSMUSG00000024507
Hsf1	ENSMUSG00000022556
Hsp90aa1	ENSMUSG00000021270
Hsp90ab1	ENSMUSG00000023944
Hspa12a	ENSMUSG00000025092
Hspa13	ENSMUSG00000032932
Hspa1a	ENSMUSG00000091971
Hspa1b	ENSMUSG00000090877
Hspa2	ENSMUSG00000059970
Hspa4	ENSMUSG00000020361
Hspa9	ENSMUSG00000024359
Hspbap1	ENSMUSG00000022849
Htr1a	ENSMUSG00000021721
Htr1f	ENSMUSG00000050783
Htr4	ENSMUSG00000026322
Htr7	ENSMUSG00000024798
Hunk	ENSMUSG00000053414
Hus1	ENSMUSG00000020413
Iah1	ENSMUSG00000062054
Iars	ENSMUSG00000037851
Iba57	ENSMUSG00000049287
Ice1	ENSMUSG00000034525
Id2	ENSMUSG00000020644
Id4	ENSMUSG00000021379
Ide	ENSMUSG00000056999
Ide	ENSMUSG00000111624
Idi1	ENSMUSG00000058258
Idnk	ENSMUSG00000050002
Ier3	ENSMUSG00000003541
Ier3ip1	ENSMUSG00000090000
Ifi27	ENSMUSG00000064215
Ifi27l2a	ENSMUSG00000079017
Ifi35	ENSMUSG00000010358
Ifi47	ENSMUSG00000078920
Ifit1	ENSMUSG00000034459
Ifit1bl1	ENSMUSG00000079339
Ifit2	ENSMUSG00000045932
Ifit3	ENSMUSG00000074896
Ifit3b	ENSMUSG00000062488
Ifnar1	ENSMUSG00000022967
Ifnar2	ENSMUSG00000022971
Ifngr2	ENSMUSG00000022965
Ifrd1	ENSMUSG00000001627
Ift140	ENSMUSG00000024169
Ift20	ENSMUSG00000001105
Ift27	ENSMUSG00000016637
Ift43	ENSMUSG00000007867
Ift57	ENSMUSG00000032965
Igf2r	ENSMUSG00000023830
Igfbp3	ENSMUSG00000020427
Igfbp4	ENSMUSG00000017493
Igfbp6	ENSMUSG00000023046
Ighg2c	ENSMUSG00000076612
Ighm	ENSMUSG00000076617
Ighmbp2	ENSMUSG00000024831
Igip	ENSMUSG00000110185
Igsf11	ENSMUSG00000022790
Igtp	ENSMUSG00000078853
Iigp1	ENSMUSG00000054072
Ik	ENSMUSG00000024474
Ikzf3	ENSMUSG00000018168
Il10rb	ENSMUSG00000022969
Il1rap	ENSMUSG00000022514
Il31ra	ENSMUSG00000050377
Il6st	ENSMUSG00000021756
Immp2l	ENSMUSG00000056899
Impa2	ENSMUSG00000024525
Impact	ENSMUSG00000024423
Ina	ENSMUSG00000034336
Incenp	ENSMUSG00000024660
Inf2	ENSMUSG00000037679
Inhba	ENSMUSG00000041324
Ino80c	ENSMUSG00000047989
Inpp5j	ENSMUSG00000034570
Inpp5k	ENSMUSG00000006127
Insl6	ENSMUSG00000050957
Insm2	ENSMUSG00000045440
Ints2	ENSMUSG00000018068
Ipo11	ENSMUSG00000042590
Ippk	ENSMUSG00000021385
Iqcb1	ENSMUSG00000022837
Iqcg	ENSMUSG00000035578
Iqgap2	ENSMUSG00000021676
Irf1	ENSMUSG00000018899
Irf2bpl	ENSMUSG00000034168
Irgm1	ENSMUSG00000046879
Irgm1	ENSMUSG00000116444
Irgm2	ENSMUSG00000069874
Isca1	ENSMUSG00000044792
Isca2	ENSMUSG00000021241
Isl1	ENSMUSG00000042258
Isoc1	ENSMUSG00000024601
Itga1	ENSMUSG00000042284
Itga2b	ENSMUSG00000034664
Itga3	ENSMUSG00000001507
Itgb1bp1	ENSMUSG00000062352
Itgb5	ENSMUSG00000022817
Itgb8	ENSMUSG00000025321
Itk	ENSMUSG00000020395
Itpk1	ENSMUSG00000057963
Itpr3	ENSMUSG00000042644
Itsn1	ENSMUSG00000022957
Itsn2	ENSMUSG00000020640
Iws1	ENSMUSG00000024384
Jade2	ENSMUSG00000020387
Jag2	ENSMUSG00000002799
Jak2	ENSMUSG00000024789
Jakmip2	ENSMUSG00000024502
Jam2	ENSMUSG00000053062
Jarid2	ENSMUSG00000038518
Jcad	ENSMUSG00000033960
Jdp2	ENSMUSG00000034271
Jkamp	ENSMUSG00000005078
Jmjd4	ENSMUSG00000036819
Jmjd6	ENSMUSG00000056962
Jmjd8	ENSMUSG00000025736
Jmy	ENSMUSG00000021690
Josd1	ENSMUSG00000022426
Jpt1	ENSMUSG00000020737
Jpt2	ENSMUSG00000024165
Jrk	ENSMUSG00000046380
Jup	ENSMUSG00000001552
Kalrn	ENSMUSG00000061751
Kank1	ENSMUSG00000032702
Kank3	ENSMUSG00000042099
Kansl1	ENSMUSG00000018412
Kansl2	ENSMUSG00000022992
Kat2a	ENSMUSG00000020918
Kat2b	ENSMUSG00000000708
Kat5	ENSMUSG00000024926
Kat7	ENSMUSG00000038909
Kazald1	ENSMUSG00000025213
Kcng2	ENSMUSG00000059852
Kcnh3	ENSMUSG00000037579
Kcnh6	ENSMUSG00000001901
Kcnh8	ENSMUSG00000035580
Kcnip1	ENSMUSG00000053519
Kcnip2	ENSMUSG00000025221
Kcnj12	ENSMUSG00000042529
Kcnj2	ENSMUSG00000041695
Kcnj4	ENSMUSG00000044216
Kcnk10	ENSMUSG00000033854
Kcnk12	ENSMUSG00000050138
Kcnk13	ENSMUSG00000045404
Kcnk18	ENSMUSG00000040901
Kcnk4	ENSMUSG00000024957
Kcnk9	ENSMUSG00000036760
Kcnmb1	ENSMUSG00000020155
Kcnn2	ENSMUSG00000054477
Kcnq3	ENSMUSG00000056258
Kcns2	ENSMUSG00000050963
Kcns3	ENSMUSG00000043673
Kcnv1	ENSMUSG00000022342
Kctd1	ENSMUSG00000036225
Kctd11	ENSMUSG00000046731
Kctd17	ENSMUSG00000033287
Kctd2	ENSMUSG00000016940
Kctd20	ENSMUSG00000005936
Kctd5	ENSMUSG00000016946
Kdm1b	ENSMUSG00000038080
Kdm2a	ENSMUSG00000054611
Kdm3b	ENSMUSG00000038773
Kdm4b	ENSMUSG00000024201
Kdm5d	ENSMUSG00000056673
Kdm6b	ENSMUSG00000018476
Khdrbs3	ENSMUSG00000022332
Khsrp	ENSMUSG00000007670
Kidins220	ENSMUSG00000036333
Kif11	ENSMUSG00000012443
Kif11	ENSMUSG00000111220
Kif13a	ENSMUSG00000021375
Kif1c	ENSMUSG00000020821
Kif21a	ENSMUSG00000022629
Kif26a	ENSMUSG00000021294
Kif2a	ENSMUSG00000021693
Kif3a	ENSMUSG00000018395
Kif3c	ENSMUSG00000020668
Kif5b	ENSMUSG00000006740
Kifc2	ENSMUSG00000004187
Klc1	ENSMUSG00000021288
Klc2	ENSMUSG00000024862
Klc4	ENSMUSG00000003546
Klf10	ENSMUSG00000037465
Klf11	ENSMUSG00000020653
Klf6	ENSMUSG00000000078
Klf9	ENSMUSG00000033863
Klhdc1	ENSMUSG00000051890
Klhdc2	ENSMUSG00000020978
Klhdc3	ENSMUSG00000063576
Klhl22	ENSMUSG00000022750
Klhl24	ENSMUSG00000062901
Klhl28	ENSMUSG00000020948
Klhl29	ENSMUSG00000020627
Klhl3	ENSMUSG00000014164
Kmt2d	ENSMUSG00000048154
Kmt5b	ENSMUSG00000045098
Kpna1	ENSMUSG00000022905
Kpna2	ENSMUSG00000018362
Kpnb1	ENSMUSG00000001440
